##卡牌表																																						
##[SC]卡牌编号	[C]卡牌名称	[C]小卡牌图片	[C]大卡牌图片	[C]职业图标	[C]职业底框	[SC]星级	[SC]职业	[C]小卡牌边框	[C]大卡牌边框	[C]职业图标(按钮）	[C]获得来源	[SC]所需领导力	[SC]升级经验类型	[SC]等级上限	[SC]生命基数	[SC]生命系数A	[SC]生命系数B	[SC]基础攻击值	[SC]攻击系数A	[SC]攻击系数B	[SC]高级技能编号	[SC]被动技能编号	[SC]队长技能编号	[SC]合成经验基数	[SC]出售价格基数	[S]暴击值	[S]命中值	[S]闪避值	[S]物攻修正	[S]法攻修正	[S]治疗修正	[S]所受物伤修正	[S]所受法伤修正	[S]所受治疗修正	[S]仇恨修正	[S]普通技能编号	[S]暴击伤害修正	[C]强化等级
int	string	string	string	string	string	int	int	string	string	string	string	int	int	int	int	float	float	int	float	float	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	int	int
337	神棍德	littlecard_0337.png	bigcard_0337.png	icon_occupation_druid_big.png	icon_occupation_base4.png	5	6	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_druid_button.png	符石抽奖、英雄进化	18	2	75	4830	1	232.2432	967	1	48.384	101	62	-1	600	5000	0	9900	0	0	0	0	-2000	0	3000	0	0	0	0
338	神棍德＋	littlecard_0337.png	bigcard_0337.png	icon_occupation_druid_big.png	icon_occupation_base_elite.png	5	6	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_druid_button.png	英雄进化	22	2	75	5796	1	278.69184	1161	1	58.0608	141	62	-1	600	5000	0	9900	0	0	0	0	-2000	0	3000	0	0	0	0
339	发丝	littlecard_0339.png	bigcard_0339.png	icon_occupation_mage_big.png	icon_occupation_base4.png	5	7	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	18	2	75	2167	1	108.38016	1741	1	87.0912	17	87	-1	600	5000	0	9200	0	0	2000	0	0	-300	0	0	4	0	0
340	发丝＋	littlecard_0339.png	bigcard_0339.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	5	7	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_mage_button.png	英雄进化	22	2	75	2601	1	130.056192	2090	1	104.50944	57	87	-1	600	5000	0	9200	0	0	2000	0	0	-300	0	0	4	0	0
341	沐丝	littlecard_0341.png	bigcard_0341.png	icon_occupation_priest_big.png	icon_occupation_base4.png	5	8	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_priest_button.png	符石抽奖、英雄进化	18	2	75	2322	1	116.1216	1693	1	84.672	105	97	-1	600	5000	0	8500	200	0	0	0	0	0	0	0	0	0	0
342	沐丝＋	littlecard_0341.png	bigcard_0341.png	icon_occupation_priest_big.png	icon_occupation_base_elite.png	5	8	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_priest_button.png	英雄进化	22	2	75	2786	1	139.34592	2032	1	101.6064	145	97	-1	600	5000	0	8500	200	0	0	0	0	0	0	0	0	0	0
343	术士大妈	littlecard_0343.png	bigcard_0343.png	icon_occupation_warlock_big.png	icon_occupation_base4.png	5	9	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_warlock_button.png	符石抽奖、英雄进化	18	2	75	2322	1	116.1216	1693	1	84.672	15	102	-1	600	5000	0	9900	0	0	1400	0	0	-300	0	0	5	0	0
344	术士大妈＋	littlecard_0343.png	bigcard_0343.png	icon_occupation_warlock_big.png	icon_occupation_base_elite.png	5	9	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_warlock_button.png	英雄进化	22	2	75	2786	1	139.34592	2032	1	101.6064	55	102	-1	600	5000	0	9900	0	0	1400	0	0	-300	0	0	5	0	0
345	美屡	littlecard_0345.png	bigcard_0345.png	icon_occupation_hunter_big.png	icon_occupation_base4.png	5	4	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_hunter_button.png	符石抽奖、英雄进化	18	2	75	2322	1	116.1216	1693	1	84.672	20	42	-1	600	5000	0	10000	0	1500	0	0	0	0	0	0	2	0	0
346	美屡＋	littlecard_0345.png	bigcard_0345.png	icon_occupation_hunter_big.png	icon_occupation_base_elite.png	5	4	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_hunter_button.png	英雄进化	22	2	75	2786	1	139.34592	2032	1	101.6064	60	42	-1	600	5000	0	10000	0	1500	0	0	0	0	0	0	2	0	0
347	大小姐	littlecard_0347.png	bigcard_0347.png	icon_occupation_paladin_big.png	icon_occupation_base4.png	5	2	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_paladin_button.png	符石抽奖、英雄进化	18	2	75	5031	1	251.5968	846	1	42.336	100	22	-1	600	5000	1800	8500	0	0	0	0	0	-2000	3000	0	0	0	0
348	大小姐＋	littlecard_0347.png	bigcard_0347.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	5	2	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_paladin_button.png	英雄进化	22	2	75	6038	1	301.91616	1016	1	50.8032	140	22	-1	600	5000	1800	8500	0	0	0	0	0	-2000	3000	0	0	0	0
349	暗夜男	littlecard_0349.png	bigcard_0349.png	icon_occupation_warrior_big.png	icon_occupation_base4.png	5	1	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_warrior_button.png	符石抽奖、英雄进化	18	2	75	3870	1	193.536	1209	1	60.48	18	12	-1	600	5000	1500	8500	0	1000	0	0	-1000	0	0	0	1	0	0
350	暗夜男＋	littlecard_0349.png	bigcard_0349.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	5	1	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_warrior_button.png	英雄进化	22	2	75	4644	1	232.2432	1451	1	72.576	58	12	-1	600	5000	1500	8500	0	1000	0	0	-1000	0	0	0	1	0	0
351	方砖	littlecard_0351.png	bigcard_0351.png	icon_occupation_mage_big.png	icon_occupation_base4.png	5	7	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	18	2	75	2167	1	108.38016	1741	1	87.0912	29	77	-1	600	5000	0	9200	0	0	2000	0	0	-300	0	0	4	0	0
352	方砖＋	littlecard_0351.png	bigcard_0351.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	5	7	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_mage_button.png	英雄进化	22	2	75	2601	1	130.056192	2090	1	104.50944	69	77	-1	600	5000	0	9200	0	0	2000	0	0	-300	0	0	4	0	0
353	地中海	littlecard_0353.png	bigcard_0353.png	icon_occupation_warrior_big.png	icon_occupation_base4.png	5	1	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_warrior_button.png	符石抽奖、英雄进化	18	2	75	3870	1	193.536	1209	1	60.48	18	12	-1	600	5000	1500	8500	0	1000	0	0	-1000	0	0	0	1	0	0
354	地中海＋	littlecard_0353.png	bigcard_0353.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	5	1	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_warrior_button.png	英雄进化	22	2	75	4644	1	232.2432	1451	1	72.576	58	12	-1	600	5000	1500	8500	0	1000	0	0	-1000	0	0	0	1	0	0
355	国足圣圣	littlecard_0355.png	bigcard_0355.png	icon_occupation_paladin_big.png	icon_occupation_base4.png	5	2	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_paladin_button.png	符石抽奖、英雄进化	18	2	75	4942	1	247.104	831	1	41.58	100	22	-1	600	5000	1800	8500	0	0	0	0	0	-2000	3000	0	0	0	0
356	国足圣圣＋	littlecard_0355.png	bigcard_0355.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	5	2	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_paladin_button.png	英雄进化	22	2	75	5930	1	296.5248	997	1	49.896	140	22	-1	600	5000	1800	8500	0	0	0	0	0	-2000	3000	0	0	0	0
357	国足光光	littlecard_0357.png	bigcard_0357.png	icon_occupation_paladin_big.png	icon_occupation_base4.png	5	2	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_paladin_button.png	符石抽奖、英雄进化	18	2	75	4942	1	247.104	831	1	41.58	100	22	-1	600	5000	1800	8500	0	0	0	0	0	-2000	3000	0	0	0	0
358	国足光光＋	littlecard_0357.png	bigcard_0357.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	5	2	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_paladin_button.png	英雄进化	22	2	75	5930	1	296.5248	997	1	49.896	140	22	-1	600	5000	1800	8500	0	0	0	0	0	-2000	3000	0	0	0	0
359	国足棍棍	littlecard_0359.png	bigcard_0359.png	icon_occupation_paladin_big.png	icon_occupation_base4.png	5	2	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_paladin_button.png	符石抽奖、英雄进化	18	2	75	5031	1	251.5968	846	1	42.336	100	22	-1	600	5000	1800	8500	0	0	0	0	0	-2000	3000	0	0	0	0
360	国足棍棍＋	littlecard_0359.png	bigcard_0359.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	5	2	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_paladin_button.png	英雄进化	22	2	75	6038	1	301.91616	1016	1	50.8032	140	22	-1	600	5000	1800	8500	0	0	0	0	0	-2000	3000	0	0	0	0
361	国足骑骑	littlecard_0361.png	bigcard_0361.png	icon_occupation_paladin_big.png	icon_occupation_base4.png	5	2	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_paladin_button.png	符石抽奖、英雄进化	18	2	75	4942	1	247.104	831	1	41.58	100	22	-1	600	5000	1800	8500	0	0	0	0	0	-2000	3000	0	0	0	0
362	国足骑骑＋	littlecard_0361.png	bigcard_0361.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	5	2	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_paladin_button.png	英雄进化	22	2	75	5930	1	296.5248	997	1	49.896	140	22	-1	600	5000	1800	8500	0	0	0	0	0	-2000	3000	0	0	0	0
363	国足士士	littlecard_0363.png	bigcard_0363.png	icon_occupation_paladin_big.png	icon_occupation_base4.png	5	2	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_paladin_button.png	符石抽奖、英雄进化	18	2	75	6500	1	285.12	594	1	29.7	13	17	-1	600	5000	0	8500	0	0	0	0	-800	-3000	4000	0	1	0	0
364	国足士士＋	littlecard_0363.png	bigcard_0363.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	5	2	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_paladin_button.png	英雄进化	22	2	75	7800	1	342.144	712	1	35.64	53	17	-1	600	5000	0	8500	0	0	0	0	-800	-3000	4000	0	1	0	0
365	国足团团	littlecard_0365.png	bigcard_0365.png	icon_occupation_paladin_big.png	icon_occupation_base4.png	5	2	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_paladin_button.png	符石抽奖、英雄进化	18	2	75	6500	1	285.12	594	1	29.7	13	17	-1	600	5000	0	8500	0	0	0	0	-800	-3000	4000	0	1	0	0
366	国足团团＋	littlecard_0365.png	bigcard_0365.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	5	2	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_paladin_button.png	英雄进化	22	2	75	7800	1	342.144	712	1	35.64	53	17	-1	600	5000	0	8500	0	0	0	0	-800	-3000	4000	0	1	0	0
367	五火球教主	littlecard_0367.png	bigcard_0367.png	icon_occupation_mage_big.png	icon_occupation_base4.png	5	7	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	18	2	75	2167	1	108.38016	1741	1	87.0912	14	72	-1	600	5000	0	8500	0	0	2400	0	0	-300	0	0	3	0	0
368	五火球教主＋	littlecard_0367.png	bigcard_0367.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	5	7	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_mage_button.png	英雄进化	22	2	75	2601	1	130.056192	2090	1	104.50944	54	72	-1	600	5000	0	8500	0	0	2400	0	0	-300	0	0	3	0	0
369	五火球美女	littlecard_0369.png	bigcard_0369.png	icon_occupation_mage_big.png	icon_occupation_base3.png	4	7	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	11	2	60	1192	1	65.0496	958	1	52.272	14	71	-1	400	2500	0	8500	0	0	1500	0	0	0	0	0	3	0	0
370	五火球美女＋	littlecard_0369.png	bigcard_0369.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	4	7	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_mage_button.png	英雄进化	14	2	60	1431	1	78.05952	1149	1	62.7264	54	71	-1	400	2500	0	8500	0	0	1500	0	0	0	0	0	3	0	0
371	五火球美女	littlecard_0371.png	bigcard_0371.png	icon_occupation_mage_big.png	icon_occupation_base4.png	5	7	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	18	2	75	2128	1	106.4448	1710	1	85.536	14	72	-1	600	5000	0	8500	0	0	2400	0	0	-300	0	0	3	0	0
372	五火球美女＋	littlecard_0371.png	bigcard_0371.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	5	7	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_mage_button.png	英雄进化	22	2	75	2554	1	127.73376	2052	1	102.6432	54	72	-1	600	5000	0	8500	0	0	2400	0	0	-300	0	0	3	0	0
373	五火球长脸	littlecard_0373.png	bigcard_0373.png	icon_occupation_mage_big.png	icon_occupation_base3.png	4	7	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	11	2	60	1192	1	65.0496	958	1	52.272	14	71	-1	400	2500	0	8500	0	0	1500	0	0	0	0	0	3	0	0
374	五火球长脸＋	littlecard_0373.png	bigcard_0373.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	4	7	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_mage_button.png	英雄进化	14	2	60	1431	1	78.05952	1149	1	62.7264	54	71	-1	400	2500	0	8500	0	0	1500	0	0	0	0	0	3	0	0
375	五火球长脸	littlecard_0375.png	bigcard_0375.png	icon_occupation_mage_big.png	icon_occupation_base4.png	5	7	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	18	2	75	2128	1	106.4448	1710	1	85.536	14	72	-1	600	5000	0	8500	0	0	2400	0	0	-300	0	0	3	0	0
376	五火球长脸＋	littlecard_0375.png	bigcard_0375.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	5	7	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_mage_button.png	英雄进化	22	2	75	2554	1	127.73376	2052	1	102.6432	54	72	-1	600	5000	0	8500	0	0	2400	0	0	-300	0	0	3	0	0
377	五火球圆脸	littlecard_0377.png	bigcard_0377.png	icon_occupation_mage_big.png	icon_occupation_base3.png	4	7	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	11	2	60	1192	1	65.0496	958	1	52.272	14	71	-1	400	2500	0	8500	0	0	1500	0	0	0	0	0	3	0	0
378	五火球圆脸＋	littlecard_0377.png	bigcard_0377.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	4	7	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_mage_button.png	英雄进化	14	2	60	1431	1	78.05952	1149	1	62.7264	54	71	-1	400	2500	0	8500	0	0	1500	0	0	0	0	0	3	0	0
379	五火球圆脸	littlecard_0379.png	bigcard_0379.png	icon_occupation_mage_big.png	icon_occupation_base4.png	5	7	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	18	2	75	2128	1	106.4448	1710	1	85.536	14	72	-1	600	5000	0	8500	0	0	2400	0	0	-300	0	0	3	0	0
380	五火球圆脸＋	littlecard_0379.png	bigcard_0379.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	5	7	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_mage_button.png	英雄进化	22	2	75	2554	1	127.73376	2052	1	102.6432	54	72	-1	600	5000	0	8500	0	0	2400	0	0	-300	0	0	3	0	0
381	五火球厚唇	littlecard_0381.png	bigcard_0381.png	icon_occupation_mage_big.png	icon_occupation_base3.png	4	7	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	11	2	60	1192	1	65.0496	958	1	52.272	14	71	-1	400	2500	0	8500	0	0	1500	0	0	0	0	0	3	0	0
382	五火球厚唇＋	littlecard_0381.png	bigcard_0381.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	4	7	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_mage_button.png	英雄进化	14	2	60	1431	1	78.05952	1149	1	62.7264	54	71	-1	400	2500	0	8500	0	0	1500	0	0	0	0	0	3	0	0
383	五火球厚唇	littlecard_0383.png	bigcard_0383.png	icon_occupation_mage_big.png	icon_occupation_base4.png	5	7	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	18	2	75	2128	1	106.4448	1710	1	85.536	14	72	-1	600	5000	0	8500	0	0	2400	0	0	-300	0	0	3	0	0
384	五火球厚唇＋	littlecard_0383.png	bigcard_0383.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	5	7	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_mage_button.png	英雄进化	22	2	75	2554	1	127.73376	2052	1	102.6432	54	72	-1	600	5000	0	8500	0	0	2400	0	0	-300	0	0	3	0	0
385	女贼	littlecard_0385.png	bigcard_0385.png	icon_occupation_rogue_big.png	icon_occupation_base2.png	3	5	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_rogue_button.png	活动、符石抽奖	6	1	30	665	1	31.68	485	1	23.1	10	50	-1	200	1200	500	8500	0	0	0	0	0	0	0	0	1	5000	0
386	女贼	littlecard_0386.png	bigcard_0386.png	icon_occupation_rogue_big.png	icon_occupation_base3.png	4	5	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_rogue_button.png	符石抽奖、英雄进化	11	2	60	1277	1	69.696	931	1	50.82	10	51	-1	400	2500	1200	8500	400	0	0	0	0	0	0	0	1	5000	0
387	女贼＋	littlecard_0386.png	bigcard_0386.png	icon_occupation_rogue_big.png	icon_occupation_base_elite.png	4	5	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_rogue_button.png	英雄进化	14	2	60	1533	1	83.6352	1118	1	60.984	50	51	-1	400	2500	1200	8500	400	0	0	0	0	0	0	0	1	5000	0
388	女贼	littlecard_0388.png	bigcard_0388.png	icon_occupation_rogue_big.png	icon_occupation_base4.png	5	5	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_rogue_button.png	符石抽奖、英雄进化	18	2	75	2322	1	116.1216	1693	1	84.672	10	52	-1	600	5000	1800	8500	1100	0	0	0	0	0	0	0	1	5000	0
389	女贼＋	littlecard_0388.png	bigcard_0388.png	icon_occupation_rogue_big.png	icon_occupation_base_elite.png	5	5	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_rogue_button.png	英雄进化	22	2	75	2786	1	139.34592	2032	1	101.6064	50	52	-1	600	5000	1800	8500	1100	0	0	0	0	0	0	0	1	5000	0
390	桶牛	littlecard_0390.png	bigcard_0390.png	icon_occupation_warrior_big.png	icon_occupation_base2.png	3	1	littlecard_frame_class2.png	bigcard_frame_class2.png	icon_occupation_warrior_button.png	活动、符石抽奖	6	1	30	1663	1	79.2	173	1	8.25	11	0	-1	200	1200	0	8500	0	0	0	0	-900	0	2000	0	1	0	0
391	桶牛	littlecard_0391.png	bigcard_0391.png	icon_occupation_warrior_big.png	icon_occupation_base3.png	4	1	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_warrior_button.png	符石抽奖、英雄进化	11	2	60	3194	1	174.24	332	1	18.15	11	1	-1	400	2500	0	8500	0	0	0	0	-2000	0	3000	400	1	0	0
392	桶牛＋	littlecard_0391.png	bigcard_0391.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	4	1	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_warrior_button.png	英雄进化	14	2	60	3833	1	209.088	399	1	21.78	51	1	-1	400	2500	0	8500	0	0	0	0	-2000	0	3000	400	1	0	0
393	桶牛	littlecard_0393.png	bigcard_0393.png	icon_occupation_warrior_big.png	icon_occupation_base4.png	5	1	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_warrior_button.png	符石抽奖、英雄进化	18	2	75	6038	1	290.304	604	1	30.24	11	2	-1	600	5000	0	8500	0	0	0	0	-3000	0	4000	1000	1	0	0
394	桶牛＋	littlecard_0393.png	bigcard_0393.png	icon_occupation_warrior_big.png	icon_occupation_base_elite.png	5	1	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_warrior_button.png	英雄进化	22	2	75	7245	1	348.3648	725	1	36.288	51	2	-1	600	5000	0	8500	0	0	0	0	-3000	0	4000	1000	1	0	0
395	血精灵法师	littlecard_0308.png	bigcard_0308.png	icon_occupation_mage_big.png	icon_occupation_base3.png	4	7	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	11	2	60	1192	1	65.0496	958	1	52.272	29	76	-1	400	2500	0	8900	0	0	1200	0	0	0	0	0	4	0	0
396	血精灵法师＋	littlecard_0308.png	bigcard_0308.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	4	7	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_mage_button.png	英雄进化	14	2	60	1431	1	78.05952	1149	1	62.7264	69	76	-1	400	2500	0	8900	0	0	1200	0	0	0	0	0	4	0	0
397	血精灵法师	littlecard_0308.png	bigcard_0308.png	icon_occupation_mage_big.png	icon_occupation_base4.png	5	7	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_mage_button.png	符石抽奖、英雄进化	18	2	75	2167	1	108.38016	1741	1	87.0912	29	77	-1	600	5000	0	9200	0	0	2000	0	0	-300	0	0	4	0	0
398	血精灵法师＋	littlecard_0308.png	bigcard_0308.png	icon_occupation_mage_big.png	icon_occupation_base_elite.png	5	7	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_mage_button.png	英雄进化	22	2	75	2601	1	130.056192	2090	1	104.50944	69	77	-1	600	5000	0	9200	0	0	2000	0	0	-300	0	0	4	0	0
399	野德新之助	littlecard_0308.png	bigcard_0308.png	icon_occupation_paladin_big.png	icon_occupation_base3.png	4	2	littlecard_frame_class3.png	bigcard_frame_class3.png	icon_occupation_paladin_button.png	符石抽奖、英雄进化	11	2	60	2768	1	151.008	465	1	25.41	100	21	-1	400	2500	800	8500	0	0	0	0	0	-1200	0	0	0	0	0
400	野德新之助＋	littlecard_0308.png	bigcard_0308.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	4	2	littlecard_frame_class3_elite.png	bigcard_frame_class3_elite.png	icon_occupation_paladin_button.png	英雄进化	14	2	60	3322	1	181.2096	559	1	30.492	140	21	-1	400	2500	800	8500	0	0	0	0	0	-1200	0	0	0	0	0
401	野德新之助	littlecard_0308.png	bigcard_0308.png	icon_occupation_paladin_big.png	icon_occupation_base4.png	5	2	littlecard_frame_class4.png	bigcard_frame_class4.png	icon_occupation_paladin_button.png	符石抽奖、英雄进化	18	2	75	5031	1	251.5968	846	1	42.336	100	22	-1	600	5000	1800	8500	0	0	0	0	0	-2000	3000	0	0	0	0
402	野德新之助＋	littlecard_0308.png	bigcard_0308.png	icon_occupation_paladin_big.png	icon_occupation_base_elite.png	5	2	littlecard_frame_class4_elite.png	bigcard_frame_class4_elite.png	icon_occupation_paladin_button.png	英雄进化	22	2	75	6038	1	301.91616	1016	1	50.8032	140	22	-1	600	5000	1800	8500	0	0	0	0	0	-2000	3000	0	0	0	0
