##怪物表																						
##[SC]怪物编号	[C]类型	[C]卡牌形象	[SC]生命	[S]攻击	[S]暴击值	[S]命中值	[S]闪避值	[S]物攻修正	[S]法攻修正	[S]治疗修正	[S]所受物伤修正	[S]所受法伤修正	[S]所受治疗修正	[S]普通技能编号	[S]高级技能编号	[S]获得经验	[S]获得金币	[S]掉落方案编号	[S]掉落方案编号2	[S]AI编号	[S]暴击伤害修正	[S]韧性
int	int	int	int	int	int	int	int	int	int	int	int	int	int	string	int	int	int	int	int	int	int	int
979	1	478	145096	8591	1500	8500	-300	0	0	0	0	-3500	0	5	221	1560	6700	979	979	-1	0	0
980	0	484	21839	3831	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	980	980	-1	0	0
981	0	485	21839	3831	400	8500	-1500	0	0	0	0	-300	0	1	305	0	0	981	981	-1	0	0
982	0	486	21839	3831	400	8700	-1500	0	0	0	0	-300	0	5	221	0	0	982	982	-1	0	0
983	1	484	126667	5747	1500	9000	0	0	0	0	0	-2500	0	4	229	0	0	983	983	-1	0	0
984	1	485	126667	5747	1500	8500	0	0	0	0	0	-2500	0	1	305	1560	6700	984	984	-1	0	0
985	0	484	22725	3986	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	985	985	-1	0	0
986	0	485	22725	3986	400	8500	-1500	0	0	0	0	-300	0	1	305	0	0	986	986	-1	0	0
987	0	486	22725	3986	400	8700	-1500	0	0	0	0	-300	0	5	221	0	0	987	987	-1	0	0
988	0	485	102972	3049	400	8500	-200	0	0	0	0	-1500	0	1	305	0	0	988	988	-1	0	0
989	1	480	121200	10764	1500	8500	-1000	0	0	0	-5000	0	0	1	218	1584	6800	989	989	-1	0	0
990	0	484	22799	3999	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	990	990	-1	0	0
991	0	485	22799	3999	400	8500	-1500	0	0	0	0	-300	0	1	305	0	0	991	991	-1	0	0
992	0	486	22799	3999	400	8700	-1500	0	0	0	0	-300	0	5	221	0	0	992	992	-1	0	0
993	1	485	132231	5998	1500	8500	0	0	0	0	0	-2500	0	1	305	0	0	993	993	-1	0	0
994	1	486	132231	5998	1500	8500	0	0	0	0	0	-2500	0	5	221	1584	6800	994	994	-1	0	0
995	0	484	23685	4155	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	995	995	-1	0	0
996	0	485	23685	4155	400	8500	-1500	0	0	0	0	-300	0	1	305	0	0	996	996	-1	0	0
997	0	486	23685	4155	400	8700	-1500	0	0	0	0	-300	0	5	221	0	0	997	997	-1	0	0
998	0	486	17172	11189	400	8500	-200	0	0	0	0	-1500	0	5	221	0	0	998	998	-1	0	0
999	1	482	157896	9349	1500	8500	500	0	0	0	-4000	0	0	1	211	1608	6900	999	5017	-1	0	0
1000	0	493	23762	4168	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	1000	1000	-1	0	0
1001	0	494	23762	4168	400	8700	-1500	0	0	0	0	-300	0	3	214	0	0	1001	1001	-1	0	0
1002	0	495	23762	4168	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1002	1002	-1	0	0
1003	1	493	137817	6253	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	1003	1003	-1	0	0
1004	1	493	137817	6253	1500	8500	-1000	0	0	0	-4500	0	0	1	218	1608	6900	1004	1004	-1	0	0
1005	0	493	24886	4366	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	1005	1005	-1	0	0
1006	0	494	24886	4366	400	8700	-1500	0	0	0	0	-300	0	3	214	0	0	1006	1006	-1	0	0
1007	0	495	24886	4366	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1007	1007	-1	0	0
1008	0	493	112763	3339	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	1008	1008	-1	0	0
1009	1	487	132720	11788	1500	8500	-300	0	0	0	0	-3500	0	5	221	1632	7000	1009	1009	-1	0	0
1010	0	493	24962	4379	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	1010	1010	-1	0	0
1011	0	494	24962	4379	400	8700	-1500	0	0	0	0	-300	0	3	214	0	0	1011	1011	-1	0	0
1012	0	495	24962	4379	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1012	1012	-1	0	0
1013	1	494	144782	6569	1500	9000	0	0	0	0	0	-2500	0	3	214	0	0	1013	1013	-1	0	0
1014	1	494	144782	6569	1500	9000	0	0	0	0	0	-2500	0	3	214	1632	7000	1014	1014	-1	0	0
1015	0	493	26710	4686	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	1015	1015	-1	0	0
1016	0	494	26710	4686	400	8700	-1500	0	0	0	0	-300	0	3	214	0	0	1016	1016	-1	0	0
1017	0	495	26710	4686	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1017	1017	-1	0	0
1018	0	494	19365	12618	400	9300	-200	0	0	0	0	-1500	0	3	214	0	0	1018	1018	-1	0	0
1019	1	489	178064	10543	1500	8500	-1000	0	0	0	-5000	0	0	1	218	1656	7100	1019	1019	-1	0	0
1020	0	493	26792	4700	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	1020	1020	-1	0	0
1021	0	494	26792	4700	400	8700	-1500	0	0	0	0	-300	0	3	214	0	0	1021	1021	-1	0	0
1022	0	495	26792	4700	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1022	1022	-1	0	0
1023	1	495	155394	7051	1500	8500	2000	0	0	0	-1000	0	0	1	210	0	0	1023	1023	-1	0	0
1024	1	495	155394	7051	1500	8500	2000	0	0	0	-1000	0	0	1	210	1656	7100	1024	1024	-1	0	0
1025	0	493	28534	5006	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	1025	1025	-1	0	0
1026	0	494	28534	5006	400	8700	-1500	0	0	0	0	-300	0	3	214	0	0	1026	1026	-1	0	0
1027	0	495	28534	5006	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1027	1027	-1	0	0
1028	0	495	129293	3829	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	1028	1028	-1	0	0
1029	1	491	152176	13516	1500	10000	-300	0	0	0	0	-3500	0	3	214	1680	7200	1029	5018	-1	0	0
1030	0	504	28617	5021	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	1030	1030	-1	0	0
1031	0	505	28617	5021	400	8500	-1500	0	0	0	-500	0	0	1	211	0	0	1031	1031	-1	0	0
1032	0	507	28617	5021	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1032	1032	-1	0	0
1033	1	504	165980	7531	1500	11000	0	0	0	0	-2500	0	0	2	222	0	0	1033	1033	-1	0	0
1034	1	504	165980	7531	1500	11000	0	0	0	0	-2500	0	0	2	222	1680	7200	1034	1034	-1	0	0
1035	0	504	30358	5326	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	1035	1035	-1	0	0
1036	0	505	30358	5326	400	8500	-1500	0	0	0	-500	0	0	1	211	0	0	1036	1036	-1	0	0
1037	0	506	30358	5326	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1037	1037	-1	0	0
1038	0	507	22007	14342	400	10000	0	0	0	0	-2000	0	0	2	220	0	0	1038	1038	-1	0	0
1039	1	496	202384	11983	1500	8500	-300	0	0	0	0	-3500	0	5	221	1704	7300	1039	5019	-1	0	0
1040	0	504	30447	5342	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	1040	1040	-1	0	0
1041	0	506	30447	5342	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1041	1041	-1	0	0
1042	0	507	30447	5342	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1042	1042	-1	0	0
1043	1	505	176591	8012	1500	8500	500	0	0	0	-3500	0	0	1	211	0	0	1043	1043	-1	0	0
1044	1	505	176591	8012	1500	8500	500	0	0	0	-3500	0	0	1	211	1704	7300	1044	1044	-1	0	0
1045	0	504	32182	5646	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	1045	1045	-1	0	0
1046	0	505	32182	5646	400	8500	-1500	0	0	0	-500	0	0	1	211	0	0	1046	1046	-1	0	0
1047	0	506	32182	5646	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1047	1047	-1	0	0
1048	0	507	145823	4318	400	10000	0	0	0	0	-2000	0	0	2	220	0	0	1048	1048	-1	0	0
1049	1	498	171632	15244	1500	10000	-300	0	0	0	0	-3500	0	3	219	1728	7400	1049	1049	-1	0	0
1050	0	505	32271	5662	400	8500	-1500	0	0	0	-500	0	0	1	211	0	0	1050	1050	-1	0	0
1051	0	506	32271	5662	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1051	1051	-1	0	0
1052	0	507	32271	5662	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1052	1052	-1	0	0
1053	1	506	187173	8492	1500	8500	-1000	0	0	0	-4500	0	0	1	211	0	0	1053	1053	-1	0	0
1054	1	506	187173	8492	1500	8500	-1000	0	0	0	-4500	0	0	1	211	1728	7400	1054	1054	-1	0	0
1055	0	504	34006	5966	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	1055	1055	-1	0	0
1056	0	505	34006	5966	400	8500	-1500	0	0	0	-500	0	0	1	211	0	0	1056	1056	-1	0	0
1057	0	506	34006	5966	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1057	1057	-1	0	0
1058	0	507	24654	16065	400	10000	0	0	0	0	-2000	0	0	2	220	0	0	1058	1058	-1	0	0
1059	1	226	226704	13423	1500	8500	-300	0	0	0	0	-3500	0	1	305	1752	7500	1059	1059	-1	0	0
1060	0	504	34100	5983	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	1060	1060	-1	0	0
1061	0	505	34100	5983	400	8500	-1500	0	0	0	-500	0	0	1	211	0	0	1061	1061	-1	0	0
1062	0	506	34100	5983	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1062	1062	-1	0	0
1063	1	507	197782	8974	1500	11000	0	0	0	0	-2500	0	0	2	220	0	0	1063	1063	-1	0	0
1064	1	507	197782	8974	1500	11000	0	0	0	0	-2500	0	0	2	220	1752	7500	1064	1064	-1	0	0
1065	0	504	35830	6286	400	8700	-1500	0	0	0	-500	0	0	2	222	0	0	1065	1065	-1	0	0
1066	0	505	35830	6286	400	8500	-1500	0	0	0	-500	0	0	1	211	0	0	1066	1066	-1	0	0
1067	0	506	35830	6286	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1067	1067	-1	0	0
1068	0	507	162353	4808	400	10000	0	0	0	0	-2000	0	0	2	220	0	0	1068	1068	-1	0	0
1069	1	502	191088	16972	1500	8500	-300	0	0	0	0	-3500	0	5	221	1776	7600	1069	1069	-1	0	0
1070	0	514	35924	6303	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1070	1070	-1	0	0
1071	0	515	35924	6303	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1071	1071	-1	0	0
1072	0	516	35924	6303	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	1072	1072	-1	0	0
1073	1	514	208362	9454	1500	11000	0	0	0	0	-2500	0	0	2	220	0	0	1073	1073	-1	0	0
1074	1	514	208362	9454	1500	11000	0	0	0	0	-2500	0	0	2	220	1776	7600	1074	1074	-1	0	0
1075	0	514	37654	6606	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1075	1075	-1	0	0
1076	0	515	37654	6606	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1076	1076	-1	0	0
1077	0	516	37654	6606	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	1077	1077	-1	0	0
1078	0	514	27296	17788	400	10000	0	0	0	0	-2000	0	0	2	220	0	0	1078	1078	-1	0	0
1079	1	508	251024	14863	1500	8500	-1000	0	0	0	-5000	0	0	1	211	1800	7700	1079	1079	-1	0	0
1080	0	514	37753	6623	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1080	1080	-1	0	0
1081	0	515	37753	6623	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1081	1081	-1	0	0
1082	0	516	37753	6623	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	1082	1082	-1	0	0
1083	1	515	218969	9935	1500	8500	2000	0	0	0	-1000	0	0	1	210	0	0	1083	1083	-1	0	0
1084	1	515	218969	9935	1500	8500	2000	0	0	0	-1000	0	0	1	210	1800	7700	1084	1084	-1	0	0
1085	0	514	39478	6926	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1085	1085	-1	0	0
1086	0	515	39478	6926	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1086	1086	-1	0	0
1087	0	516	39478	6926	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	1087	1087	-1	0	0
1088	0	515	178883	5297	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	1088	1088	-1	0	0
1089	1	510	210544	18700	1500	8500	-1000	0	0	0	-5000	0	0	1	218	1824	7800	1089	1089	-1	0	0
1090	0	514	39577	6943	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1090	1090	-1	0	0
1091	0	515	39577	6943	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1091	1091	-1	0	0
1092	0	516	39577	6943	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	1092	1092	-1	0	0
1093	1	516	229546	10415	1500	9000	0	0	0	0	0	-2500	0	4	229	0	0	1093	1093	-1	0	0
1094	1	516	229546	10415	1500	9000	0	0	0	0	0	-2500	0	4	229	1824	7800	1094	1094	-1	0	0
1095	0	514	41302	7246	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1095	1095	-1	0	0
1096	0	515	41302	7246	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1096	1096	-1	0	0
1097	0	516	41302	7246	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	1097	1097	-1	0	0
1098	0	516	29943	19512	400	9300	-200	0	0	0	0	-1500	0	4	229	0	0	1098	1098	-1	0	0
1099	1	512	275344	16303	1500	10000	-300	0	0	0	0	-3500	0	3	214	1848	7900	1099	5020	-1	0	0
1100	0	525	41405	7264	400	8500	-1500	0	0	0	0	-1000	0	1	213	0	0	1100	1100	-1	0	0
1101	0	526	41405	7264	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1101	1101	-1	0	0
1102	0	527	41405	7264	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1102	1102	-1	0	0
1103	1	525	240151	10896	1500	8500	-1000	0	0	0	0	-4500	0	1	213	0	0	1103	1103	-1	0	0
1104	1	526	240151	10896	1500	8500	-1000	0	0	0	-4500	0	0	1	211	1848	7900	1104	1104	-1	0	0
1105	0	525	43126	7566	400	8500	-1500	0	0	0	0	-1000	0	1	213	0	0	1105	1105	-1	0	0
1106	0	526	43126	7566	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1106	1106	-1	0	0
1107	0	527	43126	7566	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1107	1107	-1	0	0
1108	0	525	195413	5787	400	8500	-1000	0	0	0	0	-4000	0	1	213	0	0	1108	1108	-1	0	0
1109	1	517	230000	20428	1500	10000	-300	0	0	0	0	-3500	0	3	214	1872	8000	1109	5021	-1	0	0
1110	0	525	43229	7584	400	8500	-1500	0	0	0	0	-1000	0	1	213	0	0	1110	1110	-1	0	0
1111	0	526	43229	7584	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1111	1111	-1	0	0
1112	0	527	43229	7584	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1112	1112	-1	0	0
1113	1	526	250726	11376	1500	8500	-1000	0	0	0	-4500	0	0	1	211	0	0	1113	1113	-1	0	0
1114	1	527	250726	11376	1500	8500	2000	0	0	0	-1000	0	0	1	210	1872	8000	1114	1114	-1	0	0
1115	0	525	44950	7886	400	8500	-1500	0	0	0	0	-1000	0	1	213	0	0	1115	1115	-1	0	0
1116	0	526	44950	7886	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1116	1116	-1	0	0
1117	0	527	44950	7886	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1117	1117	-1	0	0
1118	0	525	32589	21235	400	8500	-1000	0	0	0	0	-4000	0	1	213	0	0	1118	1118	-1	0	0
1119	1	519	299664	17743	1500	8500	-300	0	0	0	0	-3500	0	5	221	1896	8100	1119	5022	-1	0	0
1120	0	525	45057	7905	400	8500	-1500	0	0	0	0	-1000	0	1	213	0	0	1120	1120	-1	0	0
1121	0	526	45057	7905	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1121	1121	-1	0	0
1122	0	527	45057	7905	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1122	1122	-1	0	0
1123	1	525	261330	11857	1500	8500	-1000	0	0	0	0	-4500	0	1	213	0	0	1123	1123	-1	0	0
1124	1	527	261330	11857	1500	8500	2000	0	0	0	-1000	0	0	1	210	1896	8100	1124	1124	-1	0	0
1125	0	525	46774	8206	400	8500	-1500	0	0	0	0	-1000	0	1	213	0	0	1125	1125	-1	0	0
1126	0	526	46774	8206	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1126	1126	-1	0	0
1127	0	527	46774	8206	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1127	1127	-1	0	0
1128	0	526	211943	6277	400	8500	-1000	0	0	0	-4000	0	0	1	211	0	0	1128	1128	-1	0	0
1129	1	521	249456	22156	1500	8500	-1000	0	0	0	0	-5000	0	1	300	1920	8200	1129	1129	-1	0	0
1130	0	525	46880	8225	400	8500	-1500	0	0	0	0	-1000	0	1	213	0	0	1130	1130	-1	0	0
1131	0	526	46880	8225	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1131	1131	-1	0	0
1132	0	527	46880	8225	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1132	1132	-1	0	0
1133	1	527	271902	12337	1500	8500	2000	0	0	0	-1000	0	0	1	210	0	0	1133	1133	-1	0	0
1134	1	527	271902	12337	1500	8500	2000	0	0	0	-1000	0	0	1	210	1920	8200	1134	1134	-1	0	0
1135	0	525	48598	8526	400	8500	-1500	0	0	0	0	-1000	0	1	213	0	0	1135	1135	-1	0	0
1136	0	526	48598	8526	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1136	1136	-1	0	0
1137	0	527	48598	8526	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1137	1137	-1	0	0
1138	0	527	35231	22959	400	8500	1500	0	0	0	-500	0	0	1	210	0	0	1138	1138	-1	0	0
1139	1	523	323984	19183	1500	10000	-300	0	0	0	0	-3500	0	4	229	1944	8300	1139	1139	-1	0	0
1140	0	534	48708	8545	400	8500	-1500	0	0	0	0	-300	0	1	301	0	0	1140	1140	-1	0	0
1141	0	535	48708	8545	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1141	1141	-1	0	0
1142	0	536	48708	8545	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1142	1142	-1	0	0
1143	1	537	282505	12818	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	1143	1143	-1	0	0
1144	1	534	282505	12818	1500	8500	0	0	0	0	0	-2500	0	1	301	1944	8300	1144	1144	-1	0	0
1145	0	534	50422	8846	400	8500	-1500	0	0	0	0	-300	0	1	301	0	0	1145	1145	-1	0	0
1146	0	535	50422	8846	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1146	1146	-1	0	0
1147	0	536	50422	8846	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1147	1147	-1	0	0
1148	0	537	228473	6766	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	1148	1148	-1	0	0
1149	1	528	268912	23884	1500	8500	-1000	0	0	0	-5000	0	0	1	218	1968	8400	1149	5023	-1	0	0
1150	0	534	50530	8865	400	8500	-1500	0	0	0	0	-300	0	1	301	0	0	1150	1150	-1	0	0
1151	0	535	50530	8865	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1151	1151	-1	0	0
1152	0	536	50530	8865	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1152	1152	-1	0	0
1153	1	537	293075	13297	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	1153	1153	-1	0	0
1154	1	535	293075	13297	1500	8500	-1000	0	0	0	-4500	0	0	1	211	1968	8400	1154	1154	-1	0	0
1155	0	534	52246	9166	400	8500	-1500	0	0	0	0	-300	0	1	301	0	0	1155	1155	-1	0	0
1156	0	535	52246	9166	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1156	1156	-1	0	0
1157	0	536	52246	9166	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1157	1157	-1	0	0
1158	0	537	37878	24682	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	1158	1158	-1	0	0
1159	1	530	348304	20623	1500	8500	-1000	0	0	0	-5000	0	0	1	211	1992	8500	1159	1159	-1	0	0
1160	0	534	52358	9186	400	8500	-1500	0	0	0	0	-300	0	1	301	0	0	1160	1160	-1	0	0
1161	0	535	52358	9186	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1161	1161	-1	0	0
1162	0	536	52358	9186	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1162	1162	-1	0	0
1163	1	537	303677	13779	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	1163	1163	-1	0	0
1164	1	536	303677	13779	1500	8500	-1000	0	0	0	-4500	0	0	1	211	1992	8500	1164	1164	-1	0	0
1165	0	534	54070	9486	400	8500	-1500	0	0	0	0	-300	0	1	301	0	0	1165	1165	-1	0	0
1166	0	535	54070	9486	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1166	1166	-1	0	0
1167	0	536	54070	9486	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1167	1167	-1	0	0
1168	0	537	245003	7256	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	1168	1168	-1	0	0
1169	1	532	288368	25612	1500	10000	-300	0	0	0	0	-3500	0	4	229	2016	8600	1169	1169	-1	0	0
1170	0	544	54180	9505	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1170	1170	-1	0	0
1171	0	545	54180	9505	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1171	1171	-1	0	0
1172	0	546	54180	9505	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	1172	1172	-1	0	0
1173	1	546	314245	14258	1500	9000	0	0	0	0	0	-2500	0	4	229	0	0	1173	1173	-1	0	0
1174	1	546	314245	14258	1500	9000	0	0	0	0	0	-2500	0	4	229	2016	8600	1174	1174	-1	0	0
1175	0	544	55894	9806	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1175	1175	-1	0	0
1176	0	545	55894	9806	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1176	1176	-1	0	0
1177	0	546	55894	9806	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	1177	1177	-1	0	0
1178	0	547	40520	26405	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	1178	1178	-1	0	0
1179	1	538	372624	22063	1500	8500	-1000	0	0	0	-5000	0	0	1	218	2040	8700	1179	1179	-1	0	0
1180	0	544	56008	9826	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1180	1180	-1	0	0
1181	0	545	56008	9826	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1181	1181	-1	0	0
1182	0	546	56008	9826	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	1182	1182	-1	0	0
1183	1	547	324846	14739	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	1183	1183	-1	0	0
1184	1	547	324846	14739	1500	8500	-1000	0	0	0	-4500	0	0	1	218	2040	8700	1184	1184	-1	0	0
1185	0	544	57718	10126	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1185	1185	-1	0	0
1186	0	545	57718	10126	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1186	1186	-1	0	0
1187	0	546	57718	10126	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	1187	1187	-1	0	0
1188	0	547	261533	7745	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	1188	1188	-1	0	0
1189	1	540	307824	27340	1500	8500	-1000	0	0	0	-5000	0	0	1	211	2064	8800	1189	5024	-1	0	0
1190	0	544	57830	10146	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1190	1190	-1	0	0
1191	0	545	57830	10146	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1191	1191	-1	0	0
1192	0	546	57830	10146	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	1192	1192	-1	0	0
1193	1	547	335413	15218	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	1193	1193	-1	0	0
1194	1	546	335413	15218	1500	9000	0	0	0	0	0	-2500	0	4	229	2064	8800	1194	1194	-1	0	0
1195	0	544	59542	10446	400	8500	-1500	0	0	0	-1000	0	0	1	211	0	0	1195	1195	-1	0	0
1196	0	545	59542	10446	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1196	1196	-1	0	0
1197	0	546	59542	10446	400	8700	-1500	0	0	0	0	-300	0	4	229	0	0	1197	1197	-1	0	0
1198	0	547	43167	28129	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	1198	1198	-1	0	0
1199	1	542	396944	23503	1500	8500	1000	0	0	0	0	-4000	0	7	223	2088	8900	1199	1199	-1	0	0
1200	0	556	59657	10466	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1200	1200	-1	0	0
1201	0	557	59657	10466	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	1201	1201	-1	0	0
1202	0	558	59657	10466	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1202	1202	-1	0	0
1203	1	558	346013	15699	1500	8500	2000	0	0	0	-1000	0	0	1	210	0	0	1203	1203	-1	0	0
1204	1	558	346013	15699	1500	8500	2000	0	0	0	-1000	0	0	1	210	2088	8900	1204	1204	-1	0	0
1205	0	556	61366	10766	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1205	1205	-1	0	0
1206	0	557	61366	10766	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	1206	1206	-1	0	0
1207	0	558	61366	10766	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1207	1207	-1	0	0
1208	0	557	278063	8235	400	8500	-1000	0	0	0	-4000	0	0	1	218	0	0	1208	1208	-1	0	0
1209	1	548	327280	29068	1500	8500	-300	0	0	0	0	-3500	0	5	221	2112	9000	1209	5025	-1	0	0
1210	0	556	61479	10786	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1210	1210	-1	0	0
1211	0	557	61479	10786	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	1211	1211	-1	0	0
1212	0	558	61479	10786	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1212	1212	-1	0	0
1213	1	557	356578	16179	1500	8500	-1000	0	0	0	-4500	0	0	1	218	0	0	1213	1213	-1	0	0
1214	1	557	356578	16179	1500	8500	-1000	0	0	0	-4500	0	0	1	218	2112	9000	1214	1214	-1	0	0
1215	0	556	63190	11086	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1215	1215	-1	0	0
1216	0	557	63190	11086	400	8500	-1500	0	0	0	-1000	0	0	1	218	0	0	1216	1216	-1	0	0
1217	0	558	63190	11086	400	8500	-1500	0	0	0	0	0	0	1	210	0	0	1217	1217	-1	0	0
1218	0	556	45813	29852	400	10000	0	0	0	0	-2000	0	0	2	220	0	0	1218	1218	-1	0	0
1219	1	550	421264	24943	1500	8500	-1000	0	0	0	-5000	0	0	1	218	2136	9100	1219	5026	-1	0	0
1220	0	556	63306	11106	400	8700	-1500	0	0	0	-500	0	0	2	220	0	0	1220	1220	-1	0	0
